Column1	artists	album_name	track_name	popularity	duration_ms	explicit	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	time_signature	track_genre
14575	The Kiboomers	150 Preschool Songs	"Zoom, Zoom We're Going to the Moon"	54	93920	FALSE	0.806	0.708	2	-8.684	1	0.147	0.436	0	0.124	0.891	92.038	4	children
14576	Kidz Bop Kids	KIDZ BOP 2021	Savage Love	55	170239	FALSE	0.597	0.666	3	-6.042	1	0.0807	0.133	0.0000123	0.0578	0.698	149.888	4	children
14577	Peppa Pig	Peppa's Adventures: The Album	Birdy Birdy Woof Woof	47	119003	FALSE	0.805	0.619	4	-7.224	1	0.0636	0.782	0	0.769	0.961	174.111	4	children
14578	ChuChu TV	"ChuChu TV Tamil Rhymes & Songs for Children, Vol. 1"	Naanga Kaatukku Porom Wild Animals Song	21	387049	FALSE	0.889	0.501	4	-13.366	1	0.132	0.689	0.000936	0.0957	0.766	99.89	4	children
14579	One Voice Children's Choir;Rob Landes	Joy	Symphony	44	161951	FALSE	0.636	0.723	0	-4.321	0	0.0468	0.683	0.00000919	0.0735	0.443	122.979	4	children
14580	CoComelon	Halloween Party	Ghosts Go Marching	41	133583	FALSE	0.929	0.416	9	-7.763	0	0.0518	0.719	0.00000131	0.17	0.974	99.999	4	children
14581	Blippi	"Blippi Tunes, Vol. 2: Machines (Music for Toddlers)"	The Train Song	53	207428	FALSE	0.679	0.407	4	-12.893	1	0.0446	0.508	0.0000189	0.325	0.662	139.895	4	children
14582	Dreweeris Band	Finger Family	Finger Family Song	36	62263	FALSE	0.85	0.687	2	-6.43	1	0.0292	0.253	0.00000772	0.124	0.733	109.864	4	children
14583	Caspar Babypants	Night Night!	Day Is Gone	31	142573	FALSE	0.453	0.322	10	-13.976	1	0.258	0.891	0.00000485	0.122	0.246	89.673	3	children
14584	The Kiboomers	"The Award Winning Baby Songs Collection - Sleep Time, Play Time, Dance Time & Learning Time Songs"	Too Ra Loo	32	140000	FALSE	0.259	0.597	5	-19.255	1	0.0311	0.841	0.00643	0.295	0.0512	91.139	3	children
14585	Fancy Nancy - Cast	Disney Junior Music: Fancy Nancy	Add a Little Fancy (Fancy Nancy Main Title)	52	53568	FALSE	0.553	0.71	0	-3.032	1	0.0985	0.279	0	0.259	0.769	169.5	4	children
14586	Bratz	Bratz Motion Picture Soundtrack	Bratitude	31	273893	FALSE	0.751	0.778	3	-4.531	1	0.147	0.0555	0	0.0508	0.776	131.99	4	children
14587	Caillou	Les chansons de Caillou	"Cours, papa!"	31	96933	FALSE	0.647	0.417	8	-10.833	0	0.862	0.654	0	0.364	0.807	201.051	4	children
14588	The Laurie Berkner Band	The Ultimate Laurie Berkner Band Collection	These Are My Glasses	32	102000	FALSE	0.701	0.154	6	-15.202	1	0.554	0.979	0.00000874	0.236	0.314	95.609	4	children
14589	Tatiana	No Vuelvas A Besarme	No Vuelvas A Besarme	32	261320	FALSE	0.606	0.388	8	-12.758	1	0.0283	0.312	0.000013	0.0895	0.245	123.954	4	children
14590	The Wiggles	Sweet Dreams: White Noise Sleep Aid for Baby	White Noise Calm and Quiet	32	288023	FALSE	0.371	0.169	9	-26.778	1	0.0424	0.943	0.978	0.163	0.0389	119.842	4	children
14591	Caillou	Les chansons de Caillou	En avion	31	94426	FALSE	0.647	0.285	11	-10.805	1	0.0397	0.726	0	0.189	0.577	183.803	3	children
14592	Caillou	Les chansons de Caillou	On s'en va ? la plage	31	90773	FALSE	0.861	0.574	0	-9.865	1	0.119	0.32	0	0.0855	0.927	108.923	4	children
14593	Sweet Little Band	Coldplay For Babies	In My Place	32	192490	FALSE	0.517	0.275	9	-15.279	1	0.0301	0.948	0.937	0.0845	0.181	143.951	4	children
14594	Tatiana	Brinca Il	Pollito Chicken	32	235181	FALSE	0.689	0.584	3	-9.113	1	0.0325	0.199	0	0.0819	0.91	102.07	4	children
14595	Tatiana	Fiesta De Navidad Con Tatiana	Jingle Bells	32	180346	FALSE	0.751	0.87	9	-4.757	1	0.0285	0.25	0	0.0902	0.783	104.493	4	children
14596	Cri-Cri	Las 100 Cl?sicas de Cri Cri Vol. 1	La Sirenita	32	173320	FALSE	0.394	0.284	0	-12.962	1	0.0357	0.709	0	0.675	0.386	83.435	5	children
14597	Cri-Cri	Las 100 Cl?sicas de Cri Cri Vol. 1	Vals Del Rey - (Remasterizado)	32	183653	FALSE	0.527	0.105	5	-12.331	1	0.0374	0.981	0.00000264	0.258	0.247	109.264	3	children
14598	Rolf Zuckowski;Sasha;Oonagh	Rolfs neue Vogelhochzeit	Hoch in der Luft	31	90160	FALSE	0.819	0.272	0	-18.721	1	0.495	0.854	0.00000103	0.344	0.887	118.133	4	children
14599	Kinderen voor Kinderen	40 - Reis mee!	Oeps!	31	165306	FALSE	0.71	0.752	5	-4.478	1	0.041	0.492	0	0.197	0.457	114.073	4	children
14600	Spongebob Squarepants	SpongeBob's Greatest Hits	SpongeBob SquarePants Theme Song	47	44893	FALSE	0.674	0.844	7	-7.022	1	0.362	0.877	0	0.882	0.742	120.213	4	children
14601	Pinkfong	Pinkfong Presents: The Best of Baby Shark	Monkey Banana	49	93175	FALSE	0.819	0.654	1	-8.454	1	0.407	0.217	0.000198	0.0468	0.639	115.028	4	children
14602	Super Simple Songs	Baby Shark & More Kids Songs	Mr. Golden Sun	56	133111	FALSE	0.775	0.337	0	-10.246	1	0.0303	0.0366	0	0.0754	0.645	121.888	4	children
14603	Thomas & Friends	Thomas & Friends: All Star Tracks	Roll Call	52	75856	FALSE	0.864	0.414	1	-11.933	0	0.0408	0.196	0	0.299	0.971	90.942	4	children
14604	Kids TV 123	Educational Songs 2	Phonics Song 2	47	168586	FALSE	0.784	0.203	7	-8.796	1	0.0449	0.803	0	0.112	0.692	126.993	4	children
14605	Blippi	Blippi Essentials	Ambulance Song	52	117400	FALSE	0.702	0.67	11	-6.273	1	0.0347	0.589	0	0.554	0.88	135.006	4	children
14606	Peppa Pig	My First Album	Super Potato's Theme	48	115503	FALSE	0.761	0.76	4	-6.579	1	0.0558	0.628	0	0.315	0.826	132.105	4	children
14607	The Backyardigans	The Backyardigans	Into The Thick Of It!	48	158853	FALSE	0.703	0.0828	7	-14.178	1	0.139	0.825	0.0000124	0.13	0.57	125.879	4	children
14608	The Kiboomers	Old Mother Hubbard	Old Mother Hubbard	40	58333	FALSE	0.912	0.467	5	-10.17	1	0.049	0.872	0.13	0.145	0.962	90.049	3	children
14609	WowKidz	50 Top Hindi Nursery Rhymes	Chanda Maama	20	51246	FALSE	0.904	0.484	4	-7.938	1	0.112	0.551	0	0.168	0.57	89.974	4	children
14610	Zouzounia	The Wheels on the Bus & More Nursery Rhymes	Old MacDonald Had a Farm	43	149586	FALSE	0.707	0.629	11	-6.269	1	0.0467	0.114	0.000318	0.248	0.838	172.101	4	children
14611	Play School	Favourite Things: Songs and Nursery Rhymes from Play School	Fr?re Jacques	48	72266	FALSE	0.638	0.179	0	-15.026	1	0.0409	0.779	0	0.0481	0.375	89.874	4	children
14612	Pinkfong	Car Songs	Police Car	44	73038	FALSE	0.675	0.853	5	-4.573	1	0.129	0.245	0	0.196	0.938	144.978	4	children
14613	The Kiboomers	150 Preschool Songs	The Party Freeze Song	53	128627	FALSE	0.78	0.916	4	-6.317	1	0.0607	0.101	0.0000658	0.0686	0.481	128.026	4	children
14614	Mother Goose Club	A Mother Goose Club Dance Party Vol. 1	Abc Song (Dance Version)	30	136942	FALSE	0.835	0.493	0	-10.43	1	0.0522	0.0326	0.00483	0.108	0.483	119.995	4	children
14615	"""Puppy Dog Pals"" Cast"	Puppy Dog Pals: Disney Junior Music	Going on a Mission	55	38144	FALSE	0.629	0.776	7	-3.839	0	0.047	0.021	0	0.093	0.957	93.937	3	children
14616	The Kiboomers	200 Fun Songs for Kids	Happy Birthday	38	92960	FALSE	0.906	0.441	4	-6.908	1	0.042	0.198	0	0.401	0.952	112.936	4	children
14617	Little Boo & Friends	Nursery Rhymes	If You Are Happy and You Know It (Clap Your Hands)	35	90250	FALSE	0.783	0.456	3	-11.279	1	0.0966	0.602	0	0.0458	0.758	132.072	4	children
14618	Pinkfong	Pinkfong Best Kids Songs	I'm a Little Teapot	47	64545	FALSE	0.956	0.591	0	-5.833	1	0.0377	0.347	0.000131	0.0392	0.851	116.022	4	children
14619	Belle and the Nursery Rhymes Band	Nursery Rhymes	Jack and Jill Went up the Hill	37	70000	FALSE	0.78	0.227	0	-10.098	1	0.0334	0.651	0	0.0844	0.406	75.011	4	children
14620	Super Simple Songs	Do You Like Broccoli Ice Cream? & More Kids Songs	Who Took The Cookie?	56	118430	FALSE	0.966	0.336	0	-9.604	1	0.0534	0.187	0	0.0535	0.803	120.112	4	children
14621	Pinkfong	Pinkfong Animal Songs	The Penguin Dance	53	109453	FALSE	0.947	0.959	1	-3.158	1	0.322	0.205	0	0.0414	0.867	130.019	4	children
14622	CoComelon	Vehicle Fun with CoComelon	The Truck Song	41	102400	FALSE	0.786	0.464	0	-12.036	1	0.0488	0.0994	0	0.0879	0.97	200.083	4	children
14623	Wheels on the Bus	The Wheels on the Bus	The Wheels on the Bus	52	108000	FALSE	0.807	0.189	8	-13.873	1	0.0454	0.694	0	0.0828	0.645	84.763	4	children
14624	Rolf Zuckowski	Bei uns in der Kita - 22 Lieder im Fr?hling + Sommer	Links und rechts	31	153453	FALSE	0.915	0.527	4	-9.869	1	0.0465	0.465	0	0.2	0.967	117.133	4	children
14625	Mother Goose Club	Mother Goose Club Sings Nursery Rhymes Vol. 5: Rhyme Around the Rosy	Mr. Sun	56	98857	FALSE	0.756	0.587	4	-5.142	1	0.0286	0.409	0	0.247	0.893	89.018	4	children
14626	The Wiggles	Sweet Dreams: White Noise Sleep Aid for Baby	White Noise Quiet Slumber	31	303967	FALSE	0.387	0.166	9	-25.948	1	0.0388	0.945	0.974	0.159	0.0386	120.014	4	children
14627	Super Simple Songs	The Bath Song & More Kids Songs	The Wheels On The Bus	57	144840	FALSE	0.767	0.424	0	-8.992	1	0.043	0.204	0	0.434	0.632	169.916	4	children
14628	The Wiggles	Super Wiggles	Meet The Wiggles	31	89825	FALSE	0.637	0.853	2	-5.495	1	0.0585	0.0896	0.00000302	0.211	0.959	144.118	4	children
14629	The Wiggles	Sweet Dreams: White Noise Sleep Aid for Baby	White Noise Sweet Dreams	31	327944	FALSE	0.384	0.164	9	-25.258	1	0.0386	0.946	0.942	0.116	0.0341	119.881	4	children
14630	The Wiggles	Sweet Dreams: White Noise Sleep Aid for Baby	White Noise Peaceful Piano	31	172054	FALSE	0.403	0.156	9	-26.435	1	0.0418	0.94	0.96	0.148	0.0397	120.004	4	children
14631	Music For Little People Choir	Upbeat Kids Songs!	"Fun, Fun, Fun"	0	194626	FALSE	0.548	0.788	7	-9.871	1	0.0407	0.401	0	0.316	0.95	174.288	4	children
14632	Mother Goose Club	Mother Goose Club Sings Nursery Rhymes Vol. 5: Rhyme Around the Rosy	"Twinkle, Twinkle, Little Star"	31	95947	FALSE	0.677	0.224	11	-9.197	1	0.029	0.871	0.00000114	0.101	0.371	110.077	4	children
14633	Don Spencer	Favourite Children's Songs	I Can Sing a Rainbow	31	100064	FALSE	0.509	0.166	0	-17.021	1	0.05	0.931	0.412	0.105	0.657	130.217	4	children
14634	Kidz Bop Kids	KIDZ BOP Halloween	"Scooby Doo, Where Are You?"	31	129073	FALSE	0.49	0.895	9	-6.381	1	0.0496	0.0107	0.00526	0.897	0.943	125.14	4	children
14635	Toddler Tunes	Songs for Kids: Classic Children's Music	Itsy Bitsy Spider	57	137454	FALSE	0.901	0.526	1	-7.296	0	0.0362	0.302	0	0.054	0.706	109.946	4	children
14636	The Montreal Children's Workshop	100 Favorite Fun Songs for Kids	I Like to Eat Apples and Bananas	50	109961	FALSE	0.555	0.517	4	-8.48	1	0.048	0.502	0.0000226	0.0588	0.699	151.813	4	children
14637	John Williamson	Mallee Boy	Galleries of Pink Galahs	32	250693	FALSE	0.72	0.12	10	-19.507	1	0.0334	0.835	0.00544	0.132	0.382	112.386	4	children
14638	ABC Kids	First Songs for Children	Pop Goes the Weasel	31	73533	FALSE	0.946	0.368	8	-9.678	1	0.132	0.617	0	0.0811	0.965	109.966	3	children
14639	The Wiggles	Here Comes the Big Red Car	Wags the Dog	30	161386	FALSE	0.514	0.863	1	-3.151	0	0.184	0.195	0	0.07	0.931	189.534	4	children
14640	Caillou	Les chansons de Caillou	La chanson des chiffres	31	90240	FALSE	0.882	0.496	0	-9.766	1	0.038	0.596	0.00000507	0.0502	0.979	104.483	4	children
14641	Kidz Bop Kids	KIDZ BOP Halloween	Werewolves Of London	31	222238	FALSE	0.646	0.834	7	-6.562	1	0.0285	0.0053	0.00000395	0.392	0.905	104.259	4	children
14642	The Wiggles	Wiggle House!	Emma's Bow Minuet	31	141326	FALSE	0.543	0.428	9	-7.661	1	0.0356	0.881	0.00139	0.158	0.584	105.501	4	children
14643	Kinderen voor Kinderen	38 - Gruwelijk eng	Plastic Soep	30	182120	FALSE	0.78	0.753	1	-6.39	0	0.052	0.0842	0	0.643	0.647	124.002	4	children
14644	Rolf Zuckowski;Sasha;Oonagh;Benedikt Geiger	Rolfs neue Vogelhochzeit	Ein Vogel wollte Hochzeit machen	31	100453	FALSE	0.652	0.208	0	-17.627	1	0.544	0.907	0	0.627	0.632	94.74	4	children
14645	Sweet Little Band	Babies Go Michael Jackson	I'll Be There	31	172533	FALSE	0.632	0.207	5	-15.443	1	0.0332	0.829	0.327	0.0729	0.138	89.959	4	children
14646	Kinderen voor Kinderen	38 - Gruwelijk eng	Hier word ik gelukkig van	30	194794	FALSE	0.594	0.48	3	-7.186	1	0.0311	0.47	0	0.153	0.272	152.006	4	children
14647	Cri-Cri	Las 100 Cl?sicas de Cri Cri Vol. 1	El Venadito - Remasterizado	32	127586	FALSE	0.485	0.186	2	-12.89	1	0.0343	0.859	0.0000197	0.137	0.344	101.096	4	children
14648	Rolf Zuckowski	Heia - Rolfs kleine Nachtmusik	Stille	31	86120	FALSE	0.526	0.0168	9	-20.667	1	0.0406	0.948	0.0000937	0.0924	0.21	93.927	4	children
14649	Rolf Zuckowski	Heia - Rolfs kleine Nachtmusik	Wo sind die Engel in der Nacht?	31	148280	FALSE	0.459	0.201	3	-12.789	1	0.0402	0.817	0.00263	0.0627	0.43	114.985	4	children
14650	CoComelon	CoComelon Essentials	Animal Dance Song	42	171804	FALSE	0.834	0.501	3	-11.924	1	0.135	0.576	0	0.0935	0.898	180.006	4	children
14651	All 4 Kids	Top 25 Tunes for Toddlers	Baby Blessings	19	151813	FALSE	0.254	0.149	10	-15.621	1	0.0296	0.961	0.942	0.116	0.121	80.013	4	children
14652	The Countdown Kids	150 Fun Songs For Kids	Polly Put The Kettle On	19	73120	FALSE	0.731	0.569	3	-7.975	1	0.0614	0.787	0	0.151	0.952	210.025	4	children
14653	Patty Shukla	"Jump, Wiggle and Hop"	Choo Choo Train	49	140546	FALSE	0.847	0.801	3	-4.073	1	0.105	0.278	0	0.326	0.709	109.965	4	children
14654	Super Simple Songs	Humpty Dumpty & More Kids Songs	Brush Your Teeth	49	125370	FALSE	0.916	0.265	6	-11.198	0	0.0735	0.035	0	0.0907	0.688	132.058	4	children
14655	CoComelon	"CoComelon Kids Hits, Vol. 2"	My Dog Song (Bingo)	46	160360	FALSE	0.958	0.351	5	-11.377	1	0.0469	0.539	0.0000305	0.0836	0.913	110.023	4	children
14656	CoComelon	"CoComelon Kids Hits, Vol. 2"	Helping Song	43	174507	FALSE	0.929	0.287	3	-11.912	1	0.0537	0.675	0	0.0914	0.884	110.045	4	children
14657	LooLoo Kids	"The Best Songs for Kids, Vol. 1"	Once I Caught a Fish Alive	37	120579	FALSE	0.709	0.856	2	-3.642	1	0.0535	0.183	0.0002	0.379	0.893	170.005	4	children
14658	Patty Shukla	Roar Like a Lion!	Shake and Move	46	164000	FALSE	0.795	0.511	7	-8.577	1	0.0415	0.298	0	0.149	0.113	119.908	4	children
14659	Peppa Pig	Peppa's Club	Peppa's Club	44	218839	FALSE	0.882	0.731	0	-8.118	1	0.0712	0.209	0	0.0871	0.963	127.013	4	children
14660	WowKidz	50 Top Hindi Nursery Rhymes	Dakiya	20	54984	FALSE	0.959	0.564	7	-7.113	1	0.298	0.526	0	0.27	0.63	110.014	4	children
14661	Peppa Pig	Bestest Daddy In The World	Bestest Daddy In The World	44	199201	FALSE	0.693	0.625	0	-7.489	1	0.0671	0.418	0	0.332	0.78	175.815	4	children
14662	CoComelon	CoComelon Hobbies and Activities	You Can Ride a Bike	48	195091	FALSE	0.579	0.303	4	-7.271	1	0.0344	0.723	0	0.0871	0.52	123.917	4	children
14663	Super Simple Songs	Old MacDonald Had a Farm & More Kids Songs	What's Your Favorite Color?	50	118000	FALSE	0.828	0.743	2	-6.196	1	0.0406	0.692	0	0.162	0.88	100.014	4	children
14664	Peppa Pig	Feeling Calm	Feeling Calm	34	229467	FALSE	0.607	0.16	3	-13.149	1	0.0383	0.905	0.0000152	0.109	0.351	88.994	4	children
14665	WowKidz	50 Top Hindi Nursery Rhymes	Ghadi Hai Karthi Tick Tick Tick	19	43699	FALSE	0.941	0.406	2	-6.811	1	0.0827	0.436	0.00000367	0.085	0.964	100.016	4	children
14666	The Wiggles	The Wiggles Nursery Rhymes	Itsy Bitsy Spider	46	70114	FALSE	0.679	0.671	9	-7.517	1	0.0424	0.0614	0.0279	0.161	0.27	113.986	3	children
14667	Pinkfong	Baby Shark Special	Pirate Baby Shark	52	93195	FALSE	0.751	0.87	7	-3.582	1	0.0796	0.409	0.0000442	0.315	0.941	115.032	4	children
14668	Super Simple Songs	Do You Like Broccoli Ice Cream? & More Kids Songs	Walking In The Jungle	54	206645	FALSE	0.752	0.43	10	-10.072	1	0.259	0.455	0	0.567	0.564	119.892	4	children
14669	Blippi	"Blippi Tunes, Vol. 1"	Wheels On the Bus	52	163538	FALSE	0.874	0.326	7	-14.424	1	0.112	0.37	0.585	0.0353	0.98	96.02	4	children
14670	PJ Masks	Here We Come	Mighty Little Gekko	50	62705	FALSE	0.608	0.641	6	-13.432	0	0.0499	0.119	0	0.365	0.937	159.766	4	children
14671	The Kiboomers	Top 30 Baby Songs	Baa Baa Black Sheep	41	117800	FALSE	0.704	0.236	10	-9.814	1	0.0307	0.925	0.00000247	0.121	0.722	104.996	4	children
14672	The Kiboomers	Top 30 Baby Songs	Twinkle Twinkle Little Star	42	149226	FALSE	0.818	0.132	0	-11.296	1	0.127	0.75	0.000043	0.0961	0.549	170.155	4	children
14673	ChuChu TV	"ChuChu TV Tamil Rhymes & Songs for Children, Vol. 1"	Naragasuran Deepavali Story	20	182459	FALSE	0.58	0.497	6	-13.079	0	0.21	0.538	0	0.0869	0.66	130.017	4	children
14674	CoComelon	Halloween Party	The Magic Song	40	115285	FALSE	0.816	0.498	7	-10.604	1	0.0269	0.592	0	0.0714	0.845	139.989	4	children
14675	Cedarmont Kids	Travel Tunes	The Wheels On The Bus	41	93613	FALSE	0.781	0.401	9	-12.696	1	0.0572	0.822	0.0000135	0.0684	0.953	180.204	4	children
14676	The Wiggles	Super Wiggles	Big Strong John	30	112011	FALSE	0.58	0.576	1	-7.467	0	0.0717	0.0157	0.000861	0.0995	0.739	187.891	4	children
14677	Caspar Babypants	Night Night!	Sad Baby	30	193120	FALSE	0.6	0.135	2	-15.372	1	0.0335	0.984	0.0239	0.111	0.0688	128.799	4	children
14678	CoComelon	Halloween Party	Autumn Leaves Are Falling Down	40	120500	FALSE	0.643	0.505	7	-10.95	1	0.0276	0.0729	0.0000165	0.214	0.732	180.03	4	children
14679	Blippi;Nicky Notes	"Blippi Tunes, Vol. 1"	Monster Trucks	52	166363	FALSE	0.709	0.451	2	-12.4	1	0.0344	0.0572	0	0.76	0.876	110.001	4	children
14680	The Wiggles	Party Time!	"What's the Time, Mr Wolf?"	30	89346	FALSE	0.667	0.396	2	-11.013	1	0.807	0.221	0	0.378	0.718	128.255	4	children
14681	The Wiggles	Wiggle Town!	Dorothy Pas De Deux	30	92120	FALSE	0.698	0.725	0	-3.838	1	0.0306	0.569	0	0.0838	0.621	110.126	4	children
14682	Rolf Zuckowski	Bei uns in der Kita - 22 Lieder im Fr?hling + Sommer	Du geh?rst zu uns	30	195626	FALSE	0.711	0.568	9	-8.803	1	0.0407	0.579	0.00000139	0.975	0.766	117.591	4	children
14683	The Montreal Children's Workshop	My Little Baby's Birthday	Clean Up	49	48093	FALSE	0.774	0.84	7	-4.896	1	0.0552	0.412	0	0.205	0.205	118.902	4	children
14684	Rolf Zuckowski	Bei uns in der Kita - 22 Lieder im Fr?hling + Sommer	Ich kenn' ein Haus (Das Kindergartenfest)	31	136173	FALSE	0.78	0.446	5	-11.237	1	0.0454	0.738	0	0.11	0.538	107.972	4	children
14685	The Laurie Berkner Band	Halloween Train	Halloween Train	32	163480	FALSE	0.64	0.492	4	-8.326	0	0.0534	0.687	0	0.31	0.627	157.906	4	children
14686	Atenci?n Atenci?n	Vamos a Bailar	Cheki Morena	30	104866	FALSE	0.758	0.724	9	-5.61	1	0.0892	0.208	0	0.0541	0.953	110.022	4	children
14687	The Wiggles;Marlee Matlin	The Wiggles Duets	I Love It When It Rains	30	101551	FALSE	0.555	0.497	9	-6.941	1	0.0236	0.025	0.000793	0.264	0.611	87.958	4	children
14688	Raffi	Baby Beluga	Baby Beluga	61	160826	FALSE	0.663	0.263	3	-13.043	1	0.106	0.847	0.00000217	0.452	0.571	137.52	4	children
14689	Bananas In Pyjamas	It's Show Time!	Bananas in Pyjamas	50	56840	FALSE	0.488	0.556	0	-8.439	1	0.113	0.12	0.00000238	0.0867	0.435	202.58	4	children
14690	The Wiggles	Pumpkin Face	Mumbles the Monster	30	99973	FALSE	0.691	0.897	9	-3.374	1	0.0774	0.294	0	0.08	0.911	135.897	4	children
14691	Kidz Bop Kids	KIDZ BOP Halloween	Ghost	32	224106	FALSE	0.622	0.917	7	-3.493	1	0.0414	0.00777	0	0.367	0.345	105.022	4	children
14692	John Williamson	A Hell of a Career	I Can't Feel Those Chains Any Longer - Live	32	212680	FALSE	0.661	0.599	5	-7.571	1	0.0309	0.375	0	0.67	0.86	125.557	4	children
14693	The Wiggles	Taking Off!	Simon's Cold Water Blues	30	83482	FALSE	0.623	0.744	5	-5.615	1	0.256	0.744	0	0.419	0.905	113.842	4	children
14694	The Wiggles	Taking Off!	Beep! Beep! Buckle Up!	30	105945	FALSE	0.777	0.78	7	-5.202	1	0.0361	0.294	0	0.0594	0.975	130.015	4	children
14695	Cri-Cri	Las 100 Cl?sicas de Cri Cri Vol. 1	El Tel?fono - Remasterizado	31	138066	FALSE	0.468	0.317	2	-8.698	1	0.12	0.707	0	0.0982	0.594	75.794	4	children
14696	Sweet Little Band	Hillsong for Babies	From the Inside Out	31	260731	FALSE	0.562	0.36	0	-11.756	1	0.0406	0.912	0.734	0.125	0.085	68.977	4	children
14697	Sweet Little Band	Bob Marley For Babies	Jamming	31	161172	FALSE	0.834	0.279	11	-15.856	0	0.0434	0.748	0.628	0.087	0.57	123.565	4	children
14698	Kinderen voor Kinderen	42 - Worden wat je wil	Kinderen voor Kinderen Tune	30	39733	FALSE	0.681	0.74	0	-6.323	1	0.0359	0.07	0.00139	0.156	0.196	96.973	4	children
14699	Sweet Little Band	Bob Marley For Babies	Waiting In Vain	31	171490	FALSE	0.653	0.278	8	-16.505	1	0.0279	0.743	0.84	0.144	0.593	79.022	4	children
14700	CoComelon	Animal Friends	"Five Little Ducks (Quack, quack, quack)"	40	150041	FALSE	0.941	0.329	9	-6.385	1	0.0491	0.823	0.0000121	0.086	0.791	129.949	4	children
14701	The Countdown Kids	30 Toddler Songs (for ages 2+)	Pat-A-Cake Pat-A-Cake	19	88213	FALSE	0.759	0.29	5	-8.994	1	0.0493	0.852	0	0.091	0.792	70.055	4	children
14702	Pinkfong	Baby Shark Special	Halloween Shark	53	95291	FALSE	0.569	0.828	9	-2.455	0	0.321	0.3	0	0.24	0.644	144.041	4	children
14703	Blippi	Blippi's Animal Friends	Dinosaur Song	52	184588	FALSE	0.686	0.457	9	-8.215	1	0.0349	0.581	0.00000513	0.193	0.678	115.819	4	children
14704	ChuChu TV	"ChuChu TV Nursery Rhymes, Vol. 4"	Mary Had a Little Lamb Song	35	154666	FALSE	0.939	0.566	11	-6.296	1	0.0546	0.0413	0.00000221	0.0782	0.857	109.963	4	children
14705	Shout Praises Kids	Shout to the Lord Kids	Every Move I Make	47	190400	FALSE	0.486	0.903	4	-6.418	1	0.0712	0.0414	0.0000233	0.926	0.943	200.104	4	children
14706	WowKidz	50 Top Hindi Nursery Rhymes	Meri Gaiya Aati Hai	19	40309	FALSE	0.882	0.308	2	-7.407	1	0.0465	0.54	0	0.07	0.858	75.061	4	children
14707	WowKidz	50 Top Hindi Nursery Rhymes	Haathi Raaja	19	41308	FALSE	0.927	0.437	0	-4.136	1	0.108	0.639	0	0.368	0.898	100.058	4	children
14708	Pinkfong	Car Songs	Fire Truck	43	75232	FALSE	0.687	0.872	9	-4.436	1	0.361	0.305	0	0.355	0.831	130.987	4	children
14709	WowKidz	50 Top Hindi Nursery Rhymes	Ginti	19	34110	FALSE	0.937	0.914	4	-8.042	1	0.403	0.554	0	0.092	0.0678	100.015	4	children
14710	Spongebob Squarepants	Spongebob Squarepants - The Yellow Album	When Worlds Collide	30	75066	FALSE	0.806	0.606	1	-11.846	1	0.347	0.282	0	0.168	0.766	98.794	4	children
14711	The Kiboomers	Top 30 Baby Songs	This Little Piggy	41	65454	FALSE	0.961	0.259	0	-11.425	1	0.0609	0.652	0	0.0447	0.562	110.063	4	children
14712	Peppa Pig	Feeling Calm	Time For Bed	26	190116	FALSE	0.737	0.323	4	-7.48	1	0.0427	0.832	0	0.348	0.598	79.092	4	children
14713	The Kiboomers	Top 30 Baby Songs	Hush Little Baby	39	104906	FALSE	0.722	0.368	9	-11.092	1	0.0392	0.733	0.939	0.101	0.433	95.098	4	children
14714	Mickey Mouse	Mickey Mouse Clubhouse	Mickey's Countdown	55	157573	FALSE	0.864	0.534	4	-8.425	1	0.0451	0.218	0	0.161	0.936	95.06	4	children
14715	Peppa Pig	Feeling Calm	My Friend Peppa	24	237114	FALSE	0.804	0.708	5	-7.104	1	0.0405	0.391	0	0.089	0.924	137.957	4	children
14716	Elizabeth Mitchell	You Are My Sunshine	You Are My Sunshine (Version 1)	56	168826	FALSE	0.477	0.179	8	-17.071	1	0.0356	0.908	0.000458	0.213	0.605	172.046	4	children
14717	Judi Cranston	KindyRock Jiggles	Jump Up and Down	46	65400	FALSE	0.784	0.55	3	-8.393	1	0.0316	0.604	0.00000105	0.222	0.968	112.984	4	children
14718	WowKidz	50 Top Hindi Nursery Rhymes	Garmi Aayi	19	37128	FALSE	0.854	0.622	4	-6.32	1	0.0615	0.59	0	0.157	0.963	75.03	4	children
14719	CoComelon	Vehicle Fun with CoComelon	Going on a Road Trip	39	101717	FALSE	0.942	0.391	0	-11.455	1	0.0567	0.435	0.00000157	0.0661	0.935	119.99	4	children
14720	Don Spencer;Anne Kirkpatrick	Teddy Bear Songs	Teddy Bears Picnic	30	137520	FALSE	0.709	0.242	9	-16.445	1	0.0965	0.874	0.00000704	0.0802	0.843	118.464	4	children
14721	Play School	It's Play School	Fa-La-Nana	29	66973	FALSE	0.762	0.0443	5	-21.792	1	0.0679	0.625	0.0000153	0.0804	0.6	90.835	3	children
14722	Peppa Pig Stories	Bedtime Story	Bedtime Story	44	279588	FALSE	0.618	0.245	7	-11.805	1	0.924	0.676	0	0.435	0.522	75.139	4	children
